Site ID,Account ID,Building ID,Market,Site Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
Site-011216,Acct-000745,Bldg-488635,Atlanta,1300 Old Ellis Rd,Roswell,GA,30076,2554.28,Not on Zayo Network
Site-011217,Acct-000745,Bldg-488305,Atlanta,1496 Kings Down Cir,Atlanta,GA,30338,3437.94,Not on Zayo Network
Site-011218,Acct-000745,Bldg-488637,Atlanta,6040 Oakbury Ln,Suwanee,GA,30024,,Not on Zayo Network
Site-011219,Acct-000745,Bldg-488638,Atlanta,931 Monroe Dr NE,Atlanta,GA,30308,1683.94,Not on Zayo Network
Site-011220,Acct-000745,Bldg-488777,Dallas,1132 Valwood Pkwy,Carrollton,TX,75006,2269.55,Not on Zayo Network
Site-011221,Acct-000745,Bldg-488781,Dallas,1604 Emory Cir,Plano,TX,75093,,Not on Zayo Network
Site-011222,Acct-000745,Bldg-488787,Dallas,4240 International Pkwy,Carrollton,TX,75007,1045.56,Not on Zayo Network
Site-011223,Acct-000745,Bldg-488783,Dallas,111 E University Dr,Denton,TX,76209,,Not on Zayo Network
Site-011224,Acct-000745,Bldg-488789,Dallas,4200 Samuell Blvd,Mesquite,TX,75149,88.26,Not on Zayo Network
Site-011225,Acct-000745,Bldg-488818,Dallas,13501 Independence Pkwy,Fort Worth,TX,76177,2236.62,Not on Zayo Network
Site-011226,Acct-000745,Bldg-488494,Dallas,10155 Monroe Dr,Dallas,TX,75229,,Not on Zayo Network
Site-011227,Acct-000745,Bldg-488819,Dallas,4100 International Plz,Fort Worth,TX,76109,,Not on Zayo Network
Site-011228,Acct-000745,Bldg-488820,Dallas,1300 E Northside Dr,Fort Worth,TX,76102,1524.45,Not on Zayo Network
Site-011229,Acct-000745,Bldg-488493,Dallas,2925 Merrell Rd,Dallas,TX,75229,,Not on Zayo Network
Site-011230,Acct-000745,Bldg-488860,Denver,26400 E 75th Ave,Denver,CO,80249,,Not on Zayo Network
Site-011231,Acct-000745,Bldg-488861,Denver,7529 W 80th Ave,Arvada,CO,80003,305.12,Not on Zayo Network
Site-011232,Acct-000745,Bldg-488870,Atlanta,1965 Rocksram Dr,Buford,GA,30519,,Not on Zayo Network
Site-011233,Acct-000745,Bldg-488871,Atlanta,3951 Pleasantdale Rd,Atlanta,GA,30340,2312.9,Not on Zayo Network
Site-011234,Acct-000745,Bldg-488971,Dallas,379 Exchange Dr,Arlington,TX,76011,1199,Not on Zayo Network
Site-011235,Acct-000745,Bldg-489001,Denver,25587 Conifer Rd,Conifer,CO,80433,,Not on Zayo Network
Site-011236,Acct-000745,Bldg-489021,Atlanta,2774 Cobb Pkwy NW,Kennesaw,GA,30152,,Not on Zayo Network
Site-011237,Acct-000745,Bldg-489023,Atlanta,388 Bullsboro Dr,Newnan,GA,30263,,Not on Zayo Network
Site-011238,Acct-000745,Bldg-489024,Atlanta,294 Wedmore Ct,Suwanee,GA,30024,,Not on Zayo Network
Site-011239,Acct-000745,Bldg-489025,Atlanta,1835 Abinger Ln,Lawrenceville,GA,30043,,Not on Zayo Network
Site-011240,Acct-000745,Bldg-489026,Atlanta,2890 Highway 212 SW,Conyers,GA,30094,,Not on Zayo Network
Site-011241,Acct-000745,Bldg-489027,Atlanta,2526 Mount Vernon Rd,Atlanta,GA,30338,,Not on Zayo Network
Site-011242,Acct-000745,Bldg-489107,Dallas,3409 High Prairie Rd,Grand Prairie,TX,75050,1097.94,Not on Zayo Network
Site-011243,Acct-001288,Bldg-489102,Atlanta,2401 Lake Park Dr SE,Smyrna,GA,30080,335.42,Not on Zayo Network
Site-011244,Acct-000745,Bldg-489108,Dallas,512 N Hampton Rd,DeSoto,TX,75115,,Not on Zayo Network
Site-011245,Acct-000122,Bldg-489647,Atlanta,1135 Herrington Rd,Lawrenceville,GA,30044,6185.34,On Zayo Network
Site-011246,Acct-000122,Bldg-489648,Atlanta,1140 Montreal Rd,Clarkston,GA,30021,,Not on Zayo Network
Site-011247,Acct-000122,Bldg-489648,Atlanta,1140 Montreal Rd,Clarkston,GA,30021,,Not on Zayo Network
Site-011248,Acct-000122,Bldg-489649,Atlanta,1147 Henrico Rd,Conley,GA,30288,,On Zayo Network
Site-011249,Acct-000122,Bldg-489652,Atlanta,11586 Jones Bridge Rd,Alpharetta,GA,30022,,On Zayo Network
Site-011250,Acct-000122,Bldg-489653,Atlanta,1163 Ga 14,Atlanta,GA,30316,,On Zayo Network
Site-011251,Acct-000122,Bldg-489654,Atlanta,119 Lynchs Aly NE,Atlanta,GA,30303,110.9,On Zayo Network
Site-011252,Acct-000122,Bldg-489656,Atlanta,1210 Ga 3,Hampton,GA,30228,,On Zayo Network
Site-011253,Acct-000122,Bldg-489658,Atlanta,1211 Columbia Dr,Decatur,GA,30032,,On Zayo Network
Site-011254,Acct-000122,Bldg-489659,Atlanta,1223 Columbia Dr,Decatur,GA,30032,,On Zayo Network
Site-011255,Acct-000122,Bldg-489660,Atlanta,1225 S Hairston Rd,Stone Mountain,GA,30088,,On Zayo Network
Site-011256,Acct-000122,Bldg-489662,Atlanta,124 Honey Creek Rd SE,Conyers,GA,30094,,On Zayo Network
Site-011257,Acct-000122,Bldg-489663,Atlanta,1243 Joe Elliott Rd,McDonough,GA,30252,,On Zayo Network
Site-011258,Acct-000122,Bldg-489664,Atlanta,1252-1280 GA-92,Fayetteville,GA,30214,,On Zayo Network
Site-011259,Acct-000122,Bldg-489665,Atlanta,1268 Rockbridge Rd,Norcross,GA,30093,,On Zayo Network
Site-011260,Acct-000122,Bldg-489666,Atlanta,127 Ralph McGill Blvd NE,Atlanta,GA,30308,339.47,On Zayo Network
Site-011261,Acct-000122,Bldg-489640,Atlanta,111 Perimeter Center W,Atlanta,GA,30346,2.77,On Zayo Network
Site-011262,Acct-002436,Bldg-489640,Atlanta,111 Perimeter Center W,Atlanta,GA,30346,2.77,On Zayo Network
Site-011263,Acct-000122,Bldg-489667,Atlanta,1275 Joe Elliott Rd,McDonough,GA,30252,,On Zayo Network
Site-011264,Acct-000122,Bldg-489641,Atlanta,1113 Kirkland Rd,Covington,GA,30016,,On Zayo Network
Site-011265,Acct-000122,Bldg-489642,Atlanta,1122 Herrington Rd,Lawrenceville,GA,30044,6308.72,On Zayo Network
Site-011266,Acct-000122,Bldg-489670,Atlanta,1296 Rockbridge Rd,Stone Mountain,GA,30087,,On Zayo Network
Site-011267,Acct-000122,Bldg-489671,Atlanta,1298 Ga 3,Atlanta,GA,30318,8.28,On Zayo Network
Site-011268,Acct-000122,Bldg-489672,Atlanta,1328-1330 GA-92,Fayetteville,GA,30214,,On Zayo Network
Site-011269,Acct-000122,Bldg-489673,Atlanta,13376 Providence Park Dr,Alpharetta,GA,30009,,On Zayo Network
Site-011270,Acct-000122,Bldg-489674,Atlanta,1350 Tab Roberts Rd NW,Lawrenceville,GA,30043,,On Zayo Network
Site-011271,Acct-000122,Bldg-489675,Atlanta,1355 Riverside Pkwy,Lawrenceville,GA,30043,,On Zayo Network
Site-011272,Acct-000122,Bldg-489676,Atlanta,13658 Highway 9 N,Alpharetta,GA,30004,,On Zayo Network
Site-011273,Acct-000122,Bldg-489677,Atlanta,13784 Ga-9,Alpharetta,GA,30004,,On Zayo Network
Site-011274,Acct-000122,Bldg-489678,Atlanta,13794 Alpharetta Hwy,Milton,GA,30004,,On Zayo Network
Site-011275,Acct-000122,Bldg-489679,Atlanta,1399 Gran Crique Pkwy,Roswell,GA,30076,20.89,On Zayo Network
Site-011276,Acct-000122,Bldg-489706,Atlanta,1667-1783 Kirkland Rd,Covington,GA,30016,,On Zayo Network
Site-011277,Acct-000122,Bldg-489680,Atlanta,1407 Lanier Pl NE,Atlanta,GA,30306,1184.16,On Zayo Network
Site-011278,Acct-000122,Bldg-489707,Atlanta,1668 Defoor Ave NW,Atlanta,GA,30318,88.22,On Zayo Network
Site-011279,Acct-000122,Bldg-489681,Atlanta,1411 N Highland Ave NE,Atlanta,GA,30306,1042.61,On Zayo Network
Site-011280,Acct-000122,Bldg-489682,Atlanta,1431 Riverside Pkwy,Lawrenceville,GA,30043,,On Zayo Network
Site-011281,Acct-000122,Bldg-489684,Atlanta,145 Carnegie Way NW,Atlanta,GA,30303,966.15,On Zayo Network
Site-011282,Acct-000122,Bldg-489711,Atlanta,1755 Acworth Due West Rd NW,Kennesaw,GA,30152,,On Zayo Network
Site-011283,Acct-000122,Bldg-489685,Atlanta,1488 US 29,Lawrenceville,GA,30044,,On Zayo Network
Site-011284,Acct-000122,Bldg-489712,Atlanta,1756 E West Connector,Austell,GA,30106,,On Zayo Network
Site-011285,Acct-000122,Bldg-489686,Atlanta,1496 US 29,Lawrenceville,GA,30044,,On Zayo Network
Site-011286,Acct-000122,Bldg-489713,Atlanta,1769 Curtis Dr SE,Atlanta,GA,30339,372.27,On Zayo Network
Site-011287,Acct-000122,Bldg-489687,Atlanta,1499 Lincoln Pkwy E,Atlanta,GA,30346,3059.43,On Zayo Network
Site-011288,Acct-000122,Bldg-489714,Atlanta,1784 Founders Pkwy,Alpharetta,GA,30009,800.24,On Zayo Network
Site-011289,Acct-000122,Bldg-489688,Atlanta,1513 Old Conyers Rd,Stockbridge,GA,30281,,On Zayo Network
Site-011290,Acct-000122,Bldg-489689,Atlanta,1524 Ga 155,Decatur,GA,30033,11.37,On Zayo Network
Site-011291,Acct-000122,Bldg-489690,Atlanta,154 Arnold Rd,Lawrenceville,GA,30044,,On Zayo Network
Site-011292,Acct-000122,Bldg-489717,Atlanta,1795 Sands Pl SE,Marietta,GA,30067,1708.99,On Zayo Network
Site-011293,Acct-000043,Bldg-490665,Atlanta,200 Peachtree Center Ave NE,Atlanta,GA,30303,1139.28,Not on Zayo Network
Site-011294,Acct-000523,Bldg-491103,Atlanta,3525 Mall Blvd,Duluth,GA,30096,1709.23,Not on Zayo Network
Site-011295,Acct-000523,Bldg-491074,Atlanta,2250 N Druid Hills Rd NE,Atlanta,GA,30329,278.8,Not on Zayo Network
Site-011296,Acct-000273,Bldg-490680,Dallas,700 N Watson Rd,Arlington,TX,76011,,On Zayo Network
Site-011297,Acct-000273,Bldg-490685,Dallas,I-20 & Campus Dr,Fort Worth,TX,76134,,On Zayo Network
Site-011298,Acct-000273,Bldg-490686,Dallas,4900 Block Of Old Mansfield Rd,Fort Worth,TX,76119,,On Zayo Network
Site-011299,Acct-000273,Bldg-490682,Dallas,6618 NE Loop 820,North Richland Hills,TX,76180,,On Zayo Network
Site-011300,Acct-000523,Bldg-491097,Atlanta,1500 M H Jackson Service Rd,Atlanta,GA,30354,,Not on Zayo Network
Site-011301,Acct-000273,Bldg-490684,Dallas,Lariat Trail,North Richland Hills,TX,76180,,On Zayo Network
Site-011302,Acct-000055,Bldg-491098,Atlanta,1600 M H Jackson Service Rd,Atlanta,GA,30354,,Not on Zayo Network
Site-011303,Acct-000523,Bldg-491098,Atlanta,1600 M H Jackson Service Rd,Atlanta,GA,30354,,Not on Zayo Network
Site-011304,Acct-000055,Bldg-491099,Atlanta,1775 M H Jackson Service Rd,Atlanta,GA,30354,,Build in Progress
Site-011305,Acct-000523,Bldg-491099,Atlanta,1775 M H Jackson Service Rd,Atlanta,GA,30354,,Build in Progress
Site-011306,Acct-000055,Bldg-491100,Atlanta,700 S Central Ave,Atlanta,GA,30354,507.2,Not on Zayo Network
Site-011307,Acct-000523,Bldg-491100,Atlanta,700 S Central Ave,Atlanta,GA,30354,507.2,Not on Zayo Network
Site-011308,Acct-000523,Bldg-491101,Atlanta,1010 Delta Blvd,Atlanta,GA,30354,2539.86,Build in Progress
Site-011309,Acct-000523,Bldg-491102,Atlanta,1020 Delta Blvd,Atlanta,GA,30354,2575.47,Not on Zayo Network
Site-011310,Acct-000523,Bldg-491148,Atlanta,1000 Toffie Ter,Atlanta,GA,30354,,Not on Zayo Network
Site-011311,Acct-003376,Bldg-490768,Dallas,4884 Duncanville Rd,Dallas,TX,75236,32.53,Not on Zayo Network
Site-011312,Acct-003376,Bldg-490746,Atlanta,6500 Trade Water Pkwy SW,Atlanta,GA,30336,386.05,Not on Zayo Network
Site-011313,Acct-003376,Bldg-490750,Dallas,221 Fairmount St,Fort Worth,TX,76179,,Not on Zayo Network
Site-011314,Acct-003376,Bldg-490781,Dallas,2100 N State Highway 360,Grand Prairie,TX,75050,357.65,Not on Zayo Network
Site-011315,Acct-003376,Bldg-490798,Dallas,4701 Gold Spike Dr,Fort Worth,TX,76106,3393.78,Not on Zayo Network
Site-011316,Acct-003159,Bldg-491175,Denver,724 17th St,Denver,CO,80202,10.8,Not on Zayo Network
Site-011317,Acct-003376,Bldg-490801,Dallas,1820 N Josey Ln,Carrollton,TX,75006,,Not on Zayo Network
Site-011318,Acct-003159,Bldg-491176,Atlanta,3330 Peachtree Rd NE,Atlanta,GA,30326,43.67,Not on Zayo Network
Site-011319,Acct-003159,Bldg-491174,Denver,480 S Holly St,Denver,CO,80246,2670.79,Not on Zayo Network
Site-011320,Acct-003159,Bldg-491204,Atlanta,3980 Old Milton Pkwy,Alpharetta,GA,30005,105.31,Not on Zayo Network
Site-011321,Acct-003159,Bldg-491246,Dallas,1709 Preston Rd,Plano,TX,75093,,Not on Zayo Network
Site-011322,Acct-003159,Bldg-491254,Dallas,1538 E Southlake Blvd,Southlake,TX,76092,,Not on Zayo Network
Site-011323,Acct-003159,Bldg-491248,Dallas,19 Robledo Dr,Dallas,TX,75230,,Not on Zayo Network
Site-011324,Acct-003159,Bldg-491255,Dallas,4600 Alliance Gateway Fwy,Fort Worth,TX,76177,9.91,Not on Zayo Network
Site-011325,Acct-003159,Bldg-491256,Dallas,4700 Alliance Gateway Fwy,Fort Worth,TX,76177,9.57,Not on Zayo Network
Site-011326,Acct-000055,Bldg-491299,Denver,18300 E 28th Ave,Aurora,CO,80011,195.49,Build in Progress
Site-011327,Acct-003377,Bldg-491735,Dallas,4601 Cambridge Rd,Fort Worth,TX,76155,807.53,Not on Zayo Network
Site-011328,Acct-000055,Bldg-491311,Atlanta,262 Buckhead Ave NE,Atlanta,GA,30305,474.23,Not on Zayo Network
Site-011329,Acct-003335,Bldg-491311,Atlanta,262 Buckhead Ave NE,Atlanta,GA,30305,474.23,Not on Zayo Network
Site-011330,Acct-003377,Bldg-491776,Atlanta,8180 Troon Cir SW,Austell,GA,30168,796.83,Not on Zayo Network
Site-011331,Acct-003377,Bldg-491781,Atlanta,85 Peeples Valley Rd SE,Cartersville,GA,30121,,Not on Zayo Network
Site-011332,Acct-001357,Bldg-491859,Denver,9800 Schwab Way,Lone Tree,CO,80124,718.79,Not on Zayo Network
Site-011333,Acct-003378,Bldg-491472,Atlanta,2002 Chapel Estates Ln,Dacula,GA,30019-2716,,Not on Zayo Network
Site-011334,Acct-003379,Bldg-491489,Dallas,1909 E Park Row Dr,Arlington,TX,76010-4745,,Not on Zayo Network
Site-011335,Acct-000264,Bldg-491570,Dallas,3500 E Plano Pkwy,Plano,TX,75074,284.18,Build in Progress
Site-011336,Acct-003377,Bldg-491604,Atlanta,4775 River Green Pkwy,Duluth,GA,30096,1018.9,Not on Zayo Network
Site-011337,Acct-003377,Bldg-491624,Atlanta,1230 Kennestone Cir,Marietta,GA,30066,2285.34,Not on Zayo Network
Site-011338,Acct-003377,Bldg-491633,Denver,1375 W 47th Ave,Denver,CO,80211,680.11,Not on Zayo Network
Site-011339,Acct-003377,Bldg-491639,Denver,14603 E Moncrieff Pl,Aurora,CO,80011,,Not on Zayo Network
Site-011340,Acct-003377,Bldg-491665,Atlanta,2050 Nancy Hanks Dr,Norcross,GA,30071,1024.44,Not on Zayo Network
Site-011341,Acct-003377,Bldg-491692,Dallas,2700 Regent Blvd,Dallas,TX,75261,1650.94,Not on Zayo Network
Site-011342,Acct-000604,Bldg-449290,Dallas,16675 Addison Rd,Addison,TX,75001,940.33,On Zayo Network
Site-011343,Acct-003380,Bldg-450164,Dallas,7415 Whitehall St,Fort Worth,TX,76118,1006,Not on Zayo Network
Site-011344,Acct-003380,Bldg-456456,Dallas,1625 Wallace Dr,Carrollton,TX,75006,,Not on Zayo Network
Site-011345,Acct-003381,Bldg-454986,Dallas,9249 King James Dr,Dallas,TX,75247,845.29,Not on Zayo Network
Site-011346,Acct-000573,Bldg-456504,Dallas,9001 Cypress Waters Blvd,Coppell,TX,75019,1524.22,On Zayo Network
Site-011347,Acct-000579,Bldg-456504,Dallas,9001 Cypress Waters Blvd,Coppell,TX,75019,1524.22,On Zayo Network
Site-011348,Acct-003382,Bldg-456713,Denver,6251 Greenwood Plaza Blvd,Englewood,CO,80111,1306.36,Not on Zayo Network
Site-011349,Acct-000273,Bldg-456672,Dallas,5700 E Northwest Hwy,Dallas,TX,75231,36.14,On Zayo Network
Site-011350,Acct-000273,Bldg-456674,Denver,15600 E Alameda Pkwy,Aurora,CO,80017,3722.12,On Zayo Network
Site-011351,Acct-000273,Bldg-456675,Denver,2121 Delgany St.,Denver,CO,80202,1602.72,On Zayo Network
Site-011352,Acct-002448,Bldg-456675,Denver,2121 Delgany St.,Denver,CO,80202,1602.72,On Zayo Network
Site-011353,Acct-000649,Bldg-456759,Atlanta,1890 County Services Pkwy SW,Marietta,GA,30008,146.66,Not on Zayo Network
Site-011354,Acct-000038,Bldg-456897,Atlanta,8800 Dunwoody Pl,Atlanta,GA,30350,1116.27,On Zayo Network
Site-011355,Acct-000038,Bldg-456898,Atlanta,481 Hambrick Rd,Stone Mountain,GA,30083,,On Zayo Network
Site-011356,Acct-000038,Bldg-456899,Atlanta,9700 Medlock Crossing Pkwy,Alpharetta,GA,30022,943.2,On Zayo Network
Site-011357,Acct-000038,Bldg-456894,Atlanta,1777 Harvard Ave,College Park,GA,30337,1135.13,Not on Zayo Network
Site-011358,Acct-000038,Bldg-456896,Atlanta,33 Peachtree Pl NE,Atlanta,GA,30309,22.26,On Zayo Network
Site-011359,Acct-000038,Bldg-456994,Atlanta,5000 S Lincoln Trace Ave SE,Smyrna,GA,30080,509.85,On Zayo Network
Site-011360,Acct-000579,Bldg-456923,Denver,1925 Blake St,Denver,CO,80202,5.18,On Zayo Network
Site-011361,Acct-002495,Bldg-456923,Denver,1925 Blake St,Denver,CO,80202,5.18,On Zayo Network
Site-011362,Acct-000857,Bldg-457059,Dallas,6400 International Pkwy,Plano,TX,75093,305.84,Not on Zayo Network
Site-011363,Acct-000066,Bldg-459329,Denver,14200 E Arapahoe Rd,Englewood,CO,80112,940.59,Not on Zayo Network
Site-011364,Acct-003383,Bldg-457059,Dallas,6400 International Pkwy,Plano,TX,75093,305.84,Not on Zayo Network
Site-011365,Acct-000156,Bldg-473702,Denver,11777 E 55th Ave,Denver,CO,80239,,Not on Zayo Network
Site-011366,Acct-003384,Bldg-473552,Atlanta,115 M.L.K. Jr Dr SW,Atlanta,GA,30303,454.94,Not on Zayo Network
Site-011367,Acct-000579,Bldg-473583,Denver,Industrial Ln & Commerce St,Broomfield,CO,80020,34.07,On Zayo Network
Site-011368,Acct-002489,Bldg-473583,Denver,Industrial Ln & Commerce St,Broomfield,CO,80020,34.07,On Zayo Network
Site-011369,Acct-000038,Bldg-457317,Atlanta,100 Greyfield Ln,Atlanta,GA,30350,,On Zayo Network
Site-011370,Acct-000038,Bldg-457318,Atlanta,500 Northside Cir NW,Atlanta,GA,30309,1094.5,Not on Zayo Network
Site-011371,Acct-000273,Bldg-457337,Denver,1953 W 35th Ave,Denver,CO,80211,1540.59,On Zayo Network
Site-011372,Acct-000273,Bldg-457339,Denver,3652 Navajo St,Denver,CO,80211,489.8,On Zayo Network
Site-011373,Acct-000273,Bldg-457340,Denver,3655 Navajo St,Denver,CO,80211,381.24,On Zayo Network
Site-011374,Acct-000273,Bldg-457342,Denver,3725 Jason St,Denver,CO,80211,1630.77,On Zayo Network
Site-011375,Acct-000036,Bldg-457401,Dallas,4101 Thompson Rd,Fort Worth,TX,76244,,Build in Progress
Site-011376,Acct-003385,Bldg-457401,Dallas,4101 Thompson Rd,Fort Worth,TX,76244,,Build in Progress
Site-011377,Acct-002488,Bldg-457406,Dallas,2553 FM 544,Lewisville,TX,75056,,Build in Progress
Site-011378,Acct-000255,Bldg-475215,Denver,10851 S Crossroads Dr,Parker,CO,80134,6409.83,Not on Zayo Network
Site-011379,Acct-003386,Bldg-475300,Denver,8200 E Pacific Pl,Denver,CO,80231,3487.3,Not on Zayo Network
Site-011380,Acct-003386,Bldg-475301,Denver,16401 E 33rd Dr,Aurora,CO,80011,871.77,Not on Zayo Network
Site-011381,Acct-003386,Bldg-475302,Denver,4875 Florence St,Denver,CO,80238,1822.18,Not on Zayo Network
Site-011382,Acct-003386,Bldg-475303,Denver,10400 E 48th Ave,Denver,CO,80238,483.49,Not on Zayo Network
Site-011383,Acct-003386,Bldg-475304,Denver,8440 Concord Center Dr,Englewood,CO,80112,1021.62,Not on Zayo Network
Site-011384,Acct-003386,Bldg-475339,Atlanta,1761 Satellite Blvd,Buford,GA,30518,,Not on Zayo Network
Site-011385,Acct-003386,Bldg-475342,Atlanta,2496 Jett Ferry Rd,Atlanta,GA,30338,32.34,Not on Zayo Network
Site-011386,Acct-002450,Bldg-457745,Denver,9115 E 90th Ave,Henderson,CO,80640,1184.02,Not on Zayo Network
Site-011387,Acct-003387,Bldg-457748,Denver,10789 Hickory Ridge Ln,Highlands Ranch,CO,80126-7542,,Not on Zayo Network
Site-011388,Acct-000009,Bldg-457758,Denver,30th St & Blake St,Denver,CO,80205,19.34,On Zayo Network
Site-011389,Acct-003386,Bldg-475508,Dallas,4747 Leston St,Dallas,TX,75247,,Not on Zayo Network
Site-011390,Acct-003386,Bldg-475509,Dallas,851 Henrietta Creek Rd,Roanoke,TX,76262,77.47,Not on Zayo Network
Site-011391,Acct-003386,Bldg-475510,Dallas,2515 McKinney Ave,Dallas,TX,75201,1064.9,Not on Zayo Network
Site-011392,Acct-003386,Bldg-475507,Dallas,3550 Roy Orr Blvd,Grand Prairie,TX,75050,38.42,Not on Zayo Network
Site-011393,Acct-003386,Bldg-475513,Dallas,1930 E Rosemeade Pkwy,Carrollton,TX,75007,,Not on Zayo Network
Site-011394,Acct-003386,Bldg-475545,Dallas,5400 Sandshell Dr,Fort Worth,TX,76137,,Not on Zayo Network
Site-011395,Acct-003388,Bldg-475611,Dallas,1701 N Greenville Ave # 1101,Richardson,TX,75081-6707,984.55,Not on Zayo Network
Site-011396,Acct-003389,Bldg-475700,Atlanta,10970 Haynes Bridge Rd,Alpharetta,GA,30022-4806,1368.33,Not on Zayo Network
Site-011397,Acct-000946,Bldg-458007,Atlanta,1925 Shiloh Rd NW,Kennesaw,GA,30144,,Not on Zayo Network
Site-011398,Acct-001366,Bldg-458161,Dallas,1401 Commerce St,Dallas,TX,75201,117.87,On Zayo Network
Site-011399,Acct-000579,Bldg-458161,Dallas,1401 Commerce St,Dallas,TX,75201,117.87,On Zayo Network
Site-011400,Acct-002474,Bldg-458161,Dallas,1401 Commerce St,Dallas,TX,75201,117.87,On Zayo Network
Site-011401,Acct-000442,Bldg-458042,Dallas,1530 Inspiration Dr,Dallas,TX,75207,561.44,On Zayo Network
Site-011402,Acct-000167,Bldg-458042,Dallas,1530 Inspiration Dr,Dallas,TX,75207,561.44,On Zayo Network
Site-011403,Acct-003381,Bldg-458455,Atlanta,3280 Green Pointe Pkwy,Peachtree Corners,GA,30092,,Not on Zayo Network
Site-011404,Acct-000248,Bldg-458643,Dallas,N.Main St & Doris Ln,Crandall,TX,75114,613.73,On Zayo Network
Site-011405,Acct-000038,Bldg-458816,Atlanta,1020 Piedmont Ave NE,Atlanta,GA,30309,939.3,Not on Zayo Network
Site-011406,Acct-000066,Bldg-459348,Denver,601 E Hampden Ave,Englewood,CO,80113,571.19,Not on Zayo Network
Site-011407,Acct-000066,Bldg-459344,Denver,4520 Florence St,Denver,CO,80238,1329.1,Not on Zayo Network
Site-011408,Acct-000066,Bldg-459345,Dallas,2801 Live Oak St,Dallas,TX,75204,73.18,Not on Zayo Network
Site-011409,Acct-003390,Bldg-459353,Dallas,6701 Oakmont Blvd,Fort Worth,TX,76132,,Not on Zayo Network
Site-011410,Acct-000066,Bldg-459353,Dallas,6701 Oakmont Blvd,Fort Worth,TX,76132,,Not on Zayo Network
Site-011411,Acct-000066,Bldg-459383,Denver,9191 Huron St,Denver,CO,80260,,Not on Zayo Network
Site-011412,Acct-000066,Bldg-459398,Atlanta,425 Paper Mill Lndg,Roswell,GA,30076,224.17,Not on Zayo Network
Site-011413,Acct-000066,Bldg-459415,Dallas,809 Serenade Ln,Richardson,TX,75081,1279.82,Not on Zayo Network
Site-011414,Acct-000066,Bldg-459424,Dallas,1301 Airport Fwy,Bedford,TX,76021,,Not on Zayo Network
Site-011415,Acct-000066,Bldg-459421,Atlanta,2975 Shallowford Rd NE,Atlanta,GA,30341,,Not on Zayo Network
Site-011416,Acct-000066,Bldg-459429,Denver,1801 N High St,Denver,CO,80218,1960.59,Not on Zayo Network
Site-011417,Acct-000066,Bldg-459444,Denver,17200 E Iliff Ave,Aurora,CO,80013,,Not on Zayo Network
Site-011418,Acct-000066,Bldg-459445,Denver,198 Union Blvd,Denver,CO,80228,4711.94,Not on Zayo Network
Site-011419,Acct-000066,Bldg-459450,Dallas,3600 Harwood Rd,Bedford,TX,76021,14.43,Not on Zayo Network
Site-011420,Acct-000066,Bldg-459454,Denver,1400 S Potomac St,Aurora,CO,80012,198.33,Not on Zayo Network
Site-011421,Acct-000066,Bldg-459464,Dallas,1333 Skiles St,Dallas,TX,75204,91.95,Not on Zayo Network
Site-011422,Acct-000066,Bldg-459459,Denver,30940 Stagecoach Blvd,Evergreen,CO,80439,,Not on Zayo Network
Site-011423,Acct-000066,Bldg-459465,Denver,1707 E 18th Ave,Denver,CO,80218,1591.48,Not on Zayo Network
Site-011424,Acct-000273,Bldg-459164,Atlanta,6205-B Peachtree Dunwoody Rd,Atlanta,GA,30328,18.21,Not on Zayo Network
Site-011425,Acct-000066,Bldg-459482,Denver,9141 Grant St,Denver,CO,80229,1444.4,Not on Zayo Network
Site-011426,Acct-000066,Bldg-459300,Atlanta,5707 Peachtree Pkwy,Peachtree Corners,GA,30092,2178.24,Not on Zayo Network
Site-011427,Acct-000066,Bldg-459304,Dallas,10030 N MacArthur Blvd,Irving,TX,75063,,Not on Zayo Network
Site-011428,Acct-000066,Bldg-459310,Dallas,130 S Central Expy,McKinney,TX,75070,,Not on Zayo Network
Site-011429,Acct-000066,Bldg-459319,Dallas,207 N Bonnie Brae St,Denton,TX,76201,,Not on Zayo Network
Site-011430,Acct-000019,Bldg-459329,Denver,14200 E Arapahoe Rd,Centennial,CO,80112,940.59,Not on Zayo Network
Site-011431,Acct-000088,Bldg-459329,Denver,14200 E Arapahoe Rd,Centennial,CO,80112,940.59,Not on Zayo Network
Site-011432,Acct-000700,Bldg-489795,Atlanta,2537 Dodson Dr,Atlanta,GA,30344,,On Zayo Network
Site-011433,Acct-000122,Bldg-489796,Atlanta,2554 Bells Ferry Rd,Marietta,GA,30066,,On Zayo Network
Site-011434,Acct-000122,Bldg-489797,Atlanta,2594 Lower Roswell Rd,Marietta,GA,30068,,On Zayo Network
Site-011435,Acct-000122,Bldg-489799,Atlanta,2605 Peachtree Pkwy,Cumming,GA,30041,,On Zayo Network
Site-011436,Acct-000122,Bldg-489800,Atlanta,2606 Lower Roswell Rd,Marietta,GA,30068,,On Zayo Network
Site-011437,Acct-000122,Bldg-489828,Atlanta,3050 Matlock Dr NW,Kennesaw,GA,30144,,On Zayo Network
Site-011438,Acct-000122,Bldg-489803,Atlanta,2641 Dodson Dr,Atlanta,GA,30344,,On Zayo Network
Site-011439,Acct-000122,Bldg-489830,Atlanta,3083 Harris St,Kennesaw,GA,30144,,On Zayo Network
