Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
Opp-002253,Acct-000070,Closed - Lost,true,false,12/22/16,,,New Service,Live Video,Bldg-054725,Atlanta,1060 Techwood Dr NW,Atlanta,GA,30318,1340.72,On Zayo Network
Opp-002254,Acct-000017,1 - Working,false,false,1/24/17,,,New Service,Wavelengths - Long Haul,Bldg-109234,Denver,555 17th St,Denver,CO,80202,97.89,On Zayo Network
Opp-002255,Acct-000773,2 - Best Case,false,false,1/24/17,36,,New Service,Wavelengths - Long Haul,Bldg-136859,Denver,18201 W 10th Ave,Golden,CO,80401,2042.21,Not on Zayo Network
Opp-002255,Acct-000773,2 - Best Case,false,false,1/24/17,36,,New Service,Wavelengths - Long Haul,Bldg-436208,Denver,8620 S Colorado Blvd,Littleton,CO,80126,4514.7,Not on Zayo Network
Opp-002256,Acct-000116,1 - Working,false,false,1/24/17,,,New Service,Wavelengths - Long Haul,Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,On Zayo Network
Opp-002257,Acct-000218,1 - Working,false,false,1/24/17,36,,New Service,Ethernet,Bldg-115684,Atlanta,8215 Roswell Rd,Atlanta,GA,30350,485.69,Not on Zayo Network
Opp-002257,Acct-000218,1 - Working,false,false,1/24/17,36,,New Service,Ethernet,Bldg-108861,Atlanta,3200 Webb Bridge Rd,Alpharetta,GA,30005,1113.4,On Zayo Network
Opp-002258,Acct-000072,1 - Working,false,false,1/24/17,,,New Service,Dark Fiber - Metro,Bldg-121669,Dallas,1009 Jupiter Rd,Plano,TX,75074,180.78,On Zayo Network
Opp-002258,Acct-000072,1 - Working,false,false,1/24/17,,,New Service,Dark Fiber - Metro,Bldg-361118,Dallas,2800 Summit Ave,Plano,TX,75074,202.08,On Zayo Network
Opp-002259,Acct-000102,Closed - Lost,true,false,1/25/17,60,a0M6000000M5UhFEAV,Lateral Relocation,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002260,Acct-000245,1 - Working,false,false,12/22/16,,,New Service,IP Services,Bldg-507702,Atlanta,1001 Lawrenceville Hwy,Lawrenceville,GA,30046,,Not on Zayo Network
Opp-002261,Acct-000758,5 - Accepted,true,true,1/25/17,36,,New Service,Dark Fiber - Metro,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002261,Acct-000758,5 - Accepted,true,true,1/25/17,36,,New Service,Dark Fiber - Metro,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
Opp-002262,Acct-000401,1 - Working,false,false,12/22/16,,,New Service,Ethernet,Bldg-037367,Atlanta,2525 Westside Pkwy,Alpharetta,GA,30004,1580.14,On Zayo Network
Opp-002263,Acct-000542,1 - Working,false,false,12/22/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002263,Acct-000542,1 - Working,false,false,12/22/16,,,New Service,Wavelengths - Long Haul,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002264,Acct-000636,Closed - Lost,true,false,12/22/16,36,,New Service,IP Services,Bldg-306566,Atlanta,2244 Henderson Mill Rd NE,Atlanta,GA,30345,169.71,Not on Zayo Network
Opp-002265,Acct-000200,5 - Accepted,true,true,12/22/16,36,,Positive Re-Rate/Move/Change,IP Services,Bldg-496919,Dallas,820 Allen Commerce Pkwy,Allen,TX,75013,,Build in Progress
Opp-002266,Acct-000150,Closed - Lost,true,false,12/22/16,36,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002267,Acct-000002,5 - Accepted,true,true,12/22/16,36,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002268,Acct-001266,Closed - Lost,true,false,1/25/17,12,a0M6000000Mp4eWEAR,Disconnect,Managed WAN-LAN,Bldg-143161,Dallas,5420 Lyndon B Johnson Fwy,Dallas,TX,75240,2537.77,On Zayo Network
Opp-002269,Acct-000002,5 - Accepted,true,true,1/25/17,36,,New Service,Ethernet,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002270,Acct-000043,Closed - Lost,true,false,12/22/16,,,New Service,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Opp-002271,Acct-001266,5 - Accepted,true,true,1/25/17,12,a0M6000000Mp4eWEAR,Negative Re-Rate/Move/Change,Managed WAN-LAN,Bldg-143161,Dallas,5420 Lyndon B Johnson Fwy,Dallas,TX,75240,2537.77,On Zayo Network
Opp-002272,Acct-000807,2 - Best Case,false,false,1/25/17,12,,New Service,IP Services,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002273,Acct-000635,Closed - Lost,true,false,12/23/16,60,a0M6000000CvElfEAF,Negative Re-Rate/Move/Change,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002274,Acct-000656,Closed - Lost,true,false,1/25/17,36,,New Service,IP Services,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002275,Acct-000094,Closed - Lost,true,false,12/23/16,,,New Service,Wavelengths - Long Haul,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Opp-002276,Acct-000656,Closed - Lost,true,false,1/25/17,36,,New Service,IP Services,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002277,Acct-000087,1 - Working,false,false,12/23/16,36,,New Service,Ethernet,Bldg-267574,Denver,12300 Liberty Blvd,Englewood,CO,80112,344.48,Not on Zayo Network
Opp-002278,Acct-000087,1 - Working,false,false,12/23/16,36,,New Service,Ethernet,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network
Opp-002278,Acct-000087,1 - Working,false,false,12/23/16,36,,New Service,Ethernet,Bldg-267574,Denver,12300 Liberty Blvd,Englewood,CO,80112,344.48,Not on Zayo Network
Opp-002279,Acct-000087,1 - Working,false,false,12/23/16,36,,New Service,Ethernet,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network
Opp-002280,Acct-000132,4 - Closed,true,true,12/23/16,12,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002281,Acct-000656,5 - Accepted,true,true,1/25/17,36,,New Service,IP Services,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002282,Acct-000811,Closed - Lost,true,false,1/25/17,24,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-002283,Acct-000656,5 - Accepted,true,true,1/25/17,36,,New Service,IP Services,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-002284,Acct-000273,1 - Working,false,false,1/25/17,,,New Service,Wavelengths - Long Haul,Bldg-038139,Atlanta,2349 Meadow Church Way,Duluth,GA,30097,525.08,On Zayo Network
Opp-002285,Acct-000060,5 - Accepted,true,true,1/25/17,36,,New Service,Dark Fiber - Metro,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network
Opp-002285,Acct-000060,5 - Accepted,true,true,1/25/17,36,,New Service,Dark Fiber - Metro,Bldg-349216,Dallas,601 Data Dr,Plano,TX,75075,773.88,Not on Zayo Network
Opp-002286,Acct-000813,2 - Best Case,false,false,1/25/17,36,,New Service,IP Services,Bldg-116603,Denver,1512 Larimer St,Denver,CO,80202,115.29,On Zayo Network
Opp-002287,Acct-000011,1 - Working,false,false,1/25/17,12,,New Service,Ethernet,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network
Opp-002288,Acct-001267,Closed - Lost,true,false,1/25/17,36,,New Service,IP Services,Bldg-131568,Denver,7500 E Arapahoe Rd,Englewood,CO,80112,184.38,On Zayo Network
Opp-002289,Acct-000605,1 - Working,false,false,12/23/16,36,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002290,Acct-000420,2 - Best Case,false,false,1/26/17,60,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002291,Acct-000093,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Opp-002291,Acct-000093,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-029881,Denver,9180 Commerce Center Cir,Littleton,CO,80129,2086.05,On Zayo Network
Opp-002292,Acct-000072,1 - Working,false,false,12/27/16,,,New Service,Ethernet,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-002293,Acct-000326,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-038198,Atlanta,3500 Lenox Rd NE,Atlanta,GA,30326,542.64,On Zayo Network
Opp-002293,Acct-000326,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-061946,Atlanta,11625 Rainwater Dr,Alpharetta,GA,30009,3622.05,Not on Zayo Network
Opp-002293,Acct-000326,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-061804,Atlanta,3820 Mansell Rd,Alpharetta,GA,30022,525.37,On Zayo Network
Opp-002293,Acct-000326,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-111344,Dallas,5215 N O Connor Blvd,Irving,TX,75039,1476.81,On Zayo Network
Opp-002294,Acct-000791,1 - Working,false,false,1/26/17,,,New Service,Wavelengths - Long Haul,Bldg-118244,Dallas,8 Campus Cir,Roanoke,TX,76262,479.98,On Zayo Network
Opp-002295,Acct-000126,5 - Accepted,true,true,1/26/17,36,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002296,Acct-000073,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network
Opp-002296,Acct-000073,1 - Working,false,false,1/26/17,36,,New Service,Ethernet,Bldg-109244,Denver,1801 California St,Denver,CO,80202,207.17,On Zayo Network
Opp-002297,Acct-000176,Closed - Lost,true,false,1/26/17,12,,New Service,IP Services,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-002298,,2 - Best Case,false,false,12/27/16,36,,New Service,Ethernet,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
Opp-002299,Acct-000504,Closed - Lost,true,false,1/26/17,12,,New Service,Ethernet,Bldg-054725,Atlanta,1060 Techwood Dr NW,Atlanta,GA,30318,1340.72,On Zayo Network
Opp-002300,Acct-000226,Closed - Lost,true,false,12/27/16,,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002301,Acct-000557,Closed - Lost,true,false,1/26/17,36,,New Service,Wavelengths - Metro,Bldg-030428,Atlanta,1650 Union Hill Rd,Alpharetta,GA,30005,1055.11,On Zayo Network
Opp-002302,Acct-000209,5 - Accepted,true,true,12/27/16,36,,New Service,Ethernet,Bldg-121643,Dallas,801 Cherry St,Fort Worth,TX,76102,80.54,On Zayo Network
Opp-002303,Acct-000706,2 - Best Case,false,false,1/26/17,36,,New Service,Wavelengths - Long Haul,Bldg-126519,Denver,13249 E Caley Ave,Englewood,CO,80111,3149.84,On Zayo Network
Opp-002304,Acct-000642,Closed - Lost,true,false,12/27/16,36,,New Service,IP Services,Bldg-116468,Dallas,1445 Ross Ave,Dallas,TX,75202,8.87,On Zayo Network
Opp-002305,Acct-000013,5 - Accepted,true,true,12/27/16,60,,New Service,Ethernet,Bldg-133566,Atlanta,12655 Edison Dr,Alpharetta,GA,30005,45.02,On Zayo Network
Opp-002306,Acct-000286,1 - Working,false,false,12/27/16,,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-002306,Acct-000286,1 - Working,false,false,12/27/16,,,New Service,Ethernet,Bldg-509764,Denver,1692 Wadsworth Blvd,Denver,CO,80214,730.71,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-180814,Dallas,5651 E Lancaster Ave,Fort Worth,TX,76112,1188.69,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-440592,Dallas,6301 Bridge St,Fort Worth,TX,76112,1168.4,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-385066,Dallas,1600 Glasgow Rd,Fort Worth,TX,76134,10930.33,On Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512426,Dallas,1851 Jacksboro Hwy,Fort Worth,TX,76114,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512434,Dallas,3300 Japanese Garden Ln,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512427,Dallas,400 Grand Ave,Fort Worth,TX,76164,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512428,Dallas,1701 NE 36th St,Fort Worth,TX,76106,1653.42,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512429,Dallas,201 S Sylvania Ave,Fort Worth,TX,76111,39.78,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512430,Dallas,3700 E Belknap St,Fort Worth,TX,76111,261.11,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512431,Dallas,1851 Harrington Ave,Fort Worth,TX,76164,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512438,Dallas,1201 E Maddox Ave,Fort Worth,TX,76104,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512432,Dallas,600 Congress St,Fort Worth,TX,76107,2038.2,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512439,Dallas,501 E Bolt St,Fort Worth,TX,76110,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512433,Dallas,959 E Rosedale St,Fort Worth,TX,76104,2496.6,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512440,Dallas,401 Martin Luther King Fwy,Fort Worth,TX,76104,1362.5,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512441,Dallas,6400 Pecan Valley Dr,Fort Worth,TX,76132,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512436,Dallas,3220 Botanic Garden Blvd,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512442,Dallas,2525 E Rosedale St,Fort Worth,TX,76105,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512437,Dallas,2100 Log Cabin Village Ln,Fort Worth,TX,76109,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512443,Dallas,4932 Wilbarger St,Fort Worth,TX,76119,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512444,Dallas,6201 Beaty St,Fort Worth,TX,76112,1516.53,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512445,Dallas,2525 Joe B Rushing,Fort Worth,TX,76119,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512451,Dallas,1601 Lipscomb St,Fort Worth,TX,76104,2225.95,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512446,Dallas,5565 Truman Dr,Fort Worth,TX,76112,1473.52,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512452,Dallas,3100 Azle Ave,Fort Worth,TX,76106,1230.63,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512447,Dallas,3551 New York Ave,Fort Worth,TX,76110,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512453,Dallas,4017 Falcon Way W,Fort Worth,TX,76106,52.4,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512448,Dallas,5200 Hemphill St,Fort Worth,TX,76115,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512454,Dallas,11400 Willow Springs Rd,Haslet,TX,76052,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512449,Dallas,6300 Welch Ave,Fort Worth,TX,76133,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512455,Dallas,8510 Spring St,Fort Worth,TX,76179,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512450,Dallas,3242 Lackland Rd,Fort Worth,TX,76116,1543.82,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512456,Dallas,13280 Park Vista Blvd,Fort Worth,TX,76177,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512457,Dallas,14101 Sendera Ranch Blvd,Haslet,TX,76052,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512463,Dallas,4849 Wilbarger St,Fort Worth,TX,76119,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512458,Dallas,14650 Statler Blvd,Fort Worth,TX,76155,1066.47,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512464,Dallas,3501 S Hills Ave,Fort Worth,TX,76109,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512459,Dallas,10201 White Settlement Rd,Fort Worth,TX,76108,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512465,Dallas,4001 Library Ln,Fort Worth,TX,76109,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512460,Dallas,4416 Southwest Blvd,Fort Worth,TX,76116,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512466,Dallas,1908 Carleton Ave,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512461,Dallas,6400 Westcreek Dr,Fort Worth,TX,76133,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512467,Dallas,4700 Ramey Ave,Fort Worth,TX,76105,1669.97,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512462,Dallas,3101 Forest Ave,Fort Worth,TX,76112,716.67,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512468,Dallas,2913 Yucca Ave,Fort Worth,TX,76111,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512469,Dallas,1062 Evans Ave,Fort Worth,TX,76104,1818.54,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512470,Dallas,5060 Avenue G,Fort Worth,TX,76105,930.5,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512476,Dallas,2950 Old Mansfield Rd,Fort Worth,TX,76119,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512471,Dallas,4300 E Berry St,Fort Worth,TX,76105,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512477,Dallas,205 University Dr,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512472,Dallas,3816 Kimberly Ln,Fort Worth,TX,76133,1035.12,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512478,Dallas,3408 W Fwy,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512473,Dallas,601 Park St,Fort Worth,TX,76164,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512479,Dallas,2605 Carnation Ave,Fort Worth,TX,76111,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512474,Dallas,1300 NE 35th St,Fort Worth,TX,76106,1429.37,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512483,Dallas,4150 Lafayette Ave,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512480,Dallas,3222 Old Garden Rd,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512475,Dallas,1801 N South Fwy,Fort Worth,TX,76102,998.72,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512481,Dallas,1051 Woodhaven Blvd,Fort Worth,TX,76112,1103.7,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512482,Dallas,7601 John T White Rd,Fort Worth,TX,76120,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-512484,Dallas,1815 Jenson Rd,Fort Worth,TX,76112,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513629,Dallas,2421 Westport Pkwy,Fort Worth,TX,76177,10.06,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513630,Dallas,4500 Wilma Ln,Fort Worth,TX,76102,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513631,Dallas,1608 11th Ave,Fort Worth,TX,76102,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513632,Dallas,7451 N Beach St,Fort Worth,TX,76137,4948.83,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513633,Dallas,5750 McCart Ave,Fort Worth,TX,76133,2389.18,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513634,Dallas,5320 Trail Lake Dr,Fort Worth,TX,76133,2297.05,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513635,Dallas,12200 Old Weatherford Rd,Fort Worth,TX,76108,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513641,Dallas,2900 W Berry St,Fort Worth,TX,76109,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513636,Dallas,1901 N Las Vegas Trl,Fort Worth,TX,76108,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513642,Dallas,1258 Woodhaven Blvd,Fort Worth,TX,76112,541.19,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513637,Dallas,6857A Green Oaks Rd,Fort Worth,TX,76116,1898.75,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513643,Dallas,5335 Bonnell Ave,Fort Worth,TX,76107,,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513638,Dallas,6773 Camp Bowie Blvd,Fort Worth,TX,76116,242.33,Not on Zayo Network
Opp-002307,Acct-001068,3 - Committed,false,false,1/26/17,120,,New Service,Dark Fiber - Metro,Bldg-513644,Dallas,2802 Cullen St,Fort Worth,TX,76107,,Not on Zayo Network
