Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-001810,Other Industry,Real Estate / Construction, $950.00 , $-   ,0, $-   ,0
Acct-003182,,, $950.00 , $-   ,0, $-   ,0
Acct-001670,Media & Content,Internet Content & Software, $947.00 , $-   ,0, $-   ,0
Acct-000322,Professional Services,Consulting / Other Professional Services, $946.10 , $-   ,0, $-   ,0
Acct-002427,Media & Content,Internet Content & Software, $943.04 , $-   ,0, $-   ,0
Acct-001479,Professional Services,Consulting / Other Professional Services, $941.00 , $-   ,0, $-   ,0
Acct-002524,Research & Education,Research, $938.00 , $-   ,60, $-   ,0
Acct-002146,Media & Content,Internet Content & Software, $934.39 , $-   ,0, $-   ,0
Acct-002858,Professional Services,Consulting / Other Professional Services, $930.00 , $-   ,0, $-   ,0
Acct-002388,Professional Services,Engineering, $918.00 ," $29,816,912.05 ",170," $29,816,912.05 ",170
Acct-000254,IT Infrastructure,Colo/Hosting, $918.00 ," $147,930,282.62 ",140," $146,450,979.72 ",90
Acct-001489,,, $918.00 , $-   ,0, $-   ,0
Acct-000707,Finance,Finance - Other, $915.00 , $-   ,0, $-   ,0
Acct-001564,IT Infrastructure,Colo/Hosting, $914.00 ," $116,969.53 ",2," $116,969.53 ",2
Acct-002872,Telecommunications,VOIP/VSP, $907.00 , $-   ,0, $-   ,0
Acct-001146,Professional Services,Consulting / Other Professional Services, $906.33 , $-   ,0, $-   ,0
Acct-003121,Media & Content,Internet Content & Software, $906.30 , $-   ,0, $-   ,0
Acct-002823,Healthcare,Healthcare, $906.30 , $-   ,0, $-   ,0
Acct-001776,Professional Services,Consulting / Other Professional Services, $906.00 , $-   ,0, $-   ,0
Acct-003231,Finance,Finance - Other, $905.29 , $-   ,0, $-   ,0
Acct-001351,Research & Education,K-12 Education, $905.20 , $-   ,42, $-   ,0
Acct-001569,Other Industry,Real Estate / Construction, $900.00 ," $382,353,746.67 ",1300," $278,210,228.74 ",1500
Acct-002017,Media & Content,Internet Content & Software, $900.00 , $-   ,0, $-   ,0
Acct-000240,Healthcare,Healthcare - Other, $896.25 , $-   ,0, $-   ,0
Acct-003103,Finance,Asset Management / Hedge Fund, $895.00 ," $7,376,000.00 ",87," $7,376,000.00 ",87
Acct-000804,Energy & Manufacturing,Oil & Gas, $892.07 , $-   ,0, $-   ,0
Acct-002083,Research & Education,K-12 Education, $890.00 , $-   ,0, $-   ,0
Acct-001174,Telecommunications,Regional Carrier/ISP, $886.16 , $-   ,0, $-   ,0
Acct-001422,Telecommunications,Regional Carrier/ISP, $884.00 ," $63,021,306.49 ",220," $56,719,175.57 ",220
Acct-002993,IT Infrastructure,Colo/Hosting, $882.00 ," $313,480.00 ",4," $400,652.33 ",4
Acct-002044,IT Infrastructure,Colo/Hosting, $881.00 , $-   ,0, $-   ,0
Acct-000405,Other Industry,Retail, $879.00 , $-   ,0, $-   ,0
Acct-002843,Professional Services,Consulting / Other Professional Services, $879.00 ," $84,824.00 ",2," $84,824.00 ",2
Acct-002988,Professional Services,Consulting / Other Professional Services, $879.00 ," $65,839.10 ",1," $66,585.00 ",1
Acct-003043,Professional Services,Consulting / Other Professional Services, $876.00 ," $108,079,819.90 ",460," $127,134,437.09 ",460
Acct-000713,Telecommunications,Wireless, $867.00 ," $15,525,028.77 ",30," $7,150,723.13 ",30
Acct-001211,Professional Services,Consulting / Other Professional Services, $867.00 , $-   ,0, $-   ,0
Acct-001847,Professional Services,Consulting / Other Professional Services, $866.00 , $-   ,0, $-   ,0
Acct-000697,Professional Services,Consulting / Other Professional Services, $865.00 , $-   ,0, $-   ,0
Acct-002933,IT Infrastructure,Colo/Hosting, $860.00 , $-   ,0, $-   ,0
Acct-002000,Media & Content,Internet Content & Software, $858.00 , $-   ,0, $-   ,0
Acct-002836,Professional Services,Consulting / Other Professional Services, $856.00 , $-   ,0, $-   ,0
Acct-001941,IT Infrastructure,Cloud Service Provider, $855.00 , $-   ,0, $-   ,0
Acct-002305,Media & Content,Internet Content & Software, $854.00 , $-   ,0, $-   ,0
Acct-002936,Healthcare,Healthcare - Other, $849.00 , $-   ,0, $-   ,0
Acct-002590,IT Infrastructure,Cloud Service Provider, $847.00 , $-   ,0, $-   ,0
Acct-000020,Other Industry,Retail, $841.00 ," $267,380.00 ",3," $612,841.41 ",3
Acct-003491,Research & Education,K-12 Education, $840.00 ," $2,523,015.20 ",45," $2,523,015.20 ",45
Acct-002819,IT Infrastructure,Colo/Hosting, $836.00 ," $147,520.00 ",3," $160,711.05 ",3
Acct-002739,IT Infrastructure,Colo/Hosting, $834.00 , $-   ,0, $-   ,0
Acct-001048,Media & Content,Internet Content & Software, $834.00 , $-   ,0, $-   ,0
Acct-001591,Professional Services,Consulting / Other Professional Services, $832.00 , $-   ,0, $-   ,0
Acct-002142,Media & Content,Internet Content & Software, $830.00 , $-   ,0, $-   ,0
Acct-001112,Professional Services,Consulting / Other Professional Services, $823.00 ," $156,740.00 ",3," $263,520.51 ",3
Acct-000914,Finance,Finance - Other, $820.00 ," $456,999,442.00 ",1049," $291,770,588.00 ",953
Acct-002102,Media & Content,Internet Content & Software, $819.00 , $-   ,0, $-   ,0
Acct-002264,Professional Services,Consulting / Other Professional Services, $816.00 ," $350,360.00 ",3," $521,096.88 ",3
Acct-001936,Telecommunications,VOIP/VSP, $816.00 ," $3,144,964.13 ",18," $3,172,102.28 ",18
Acct-001869,Research & Education,Research, $816.00 ," $4,899,270.12 ",3," $4,341,583.67 ",3
Acct-002944,Finance,Asset Management / Hedge Fund, $811.01 , $-   ,0, $-   ,0
Acct-001229,Manufacturing,Manufacturing - Other, $811.00 , $-   ,0, $-   ,0
Acct-003135,,, $810.24 , $-   ,0, $-   ,0
Acct-003038,Energy & Manufacturing,Manufacturing - Other, $810.00 ," $20,675,996.60 ",250," $30,436,870.38 ",250
Acct-001824,Other Industry,Real Estate / Construction, $806.00 , $-   ,0, $-   ,0
Acct-002316,Media & Content,Internet Content & Software, $805.00 , $-   ,0, $-   ,0
Acct-002245,Professional Services,Consulting / Other Professional Services, $805.00 , $-   ,0, $-   ,0
Acct-001482,Healthcare,Pharmaceuticals / BioTech, $800.31 , $-   ,0, $-   ,0
Acct-002775,IT Infrastructure,Colo/Hosting, $800.00 , $-   ,0, $-   ,0
Acct-001572,Professional Services,Consulting / Other Professional Services, $799.00 , $-   ,0, $-   ,0
Acct-001558,Professional Services,Consulting / Other Professional Services, $798.00 ," $43,334.00 ",1," $43,334.00 ",1
Acct-001863,IT Infrastructure,Colo/Hosting, $797.00 , $-   ,0, $-   ,0
Acct-001556,Media & Content,Internet Content & Software, $788.00 , $-   ,0, $-   ,0
Acct-002953,Professional Services,Consulting / Other Professional Services, $787.12 , $-   ,0, $-   ,0
Acct-001738,Professional Services,Legal, $786.00 , $-   ,0, $-   ,0
Acct-001099,Media & Content,Media, $785.00 ," $1,050,820.92 ",13," $1,050,820.92 ",13
Acct-001663,Professional Services,Consulting / Other Professional Services, $785.00 ," $331,920.00 ",5," $397,244.62 ",5
Acct-001588,Healthcare,Healthcare - Other, $784.58 , $-   ,0, $-   ,0
Acct-002883,Energy & Manufacturing,Utilities, $784.08 , $-   ,0, $-   ,0
Acct-001665,Media & Content,Media, $783.00 , $-   ,0, $-   ,0
Acct-002877,Media & Content,Internet Content & Software, $783.00 , $-   ,0, $-   ,0
Acct-002621,IT Infrastructure,Colo/Hosting, $779.00 , $-   ,0, $-   ,0
Acct-001957,Professional Services,Consulting / Other Professional Services, $774.00 , $-   ,0, $-   ,0
Acct-003207,Government,State/Local Government, $770.36 , $-   ,0, $-   ,0
Acct-001976,Other Industry,Retail, $770.00 , $-   ,0, $-   ,0
Acct-002727,Professional Services,Consulting / Other Professional Services, $769.00 , $-   ,0, $-   ,0
Acct-002511,Research & Education,Research, $768.34 , $-   ,0, $-   ,0
Acct-002049,Manufacturing,Manufacturing - Other, $768.00 ," $518,467,338.00 ",1988," $555,812,026.00 ",2309
Acct-002962,Media & Content,Internet Content & Software, $766.29 , $-   ,0, $-   ,0
Acct-002869,Professional Services,Consulting / Other Professional Services, $765.00 , $-   ,0, $-   ,0
Acct-000103,Telecommunications,VOIP/VSP, $765.00 ," $756,040.00 ",8," $999,247.00 ",8
Acct-000262,Other Industry,Real Estate / Construction, $765.00 ," $147,520.00 ",3," $266,320.62 ",3
Acct-003125,Telecommunications,Wireless, $764.00 , $-   ,0, $-   ,0
Acct-001691,Professional Services,Consulting / Other Professional Services, $761.00 ," $534,760.00 ",7," $769,370.28 ",7
Acct-002532,Government,State/Local Government, $760.00 , $-   ,81349, $-   ,81349
Acct-001813,Finance,Finance - Other, $760.00 , $-   ,0, $-   ,0
Acct-001919,Energy & Manufacturing,Utilities, $756.47 , $-   ,0, $-   ,0
Acct-003032,Telecommunications,Regional Carrier/ISP, $753.08 , $-   ,0, $-   ,0
Acct-002810,IT Infrastructure,Cloud Service Provider, $752.00 , $-   ,0, $-   ,0
Acct-002602,Professional Services,Consulting / Other Professional Services, $751.00 , $-   ,0, $-   ,0
Acct-002862,Professional Services,Consulting / Other Professional Services, $751.00 , $-   ,0, $-   ,0
Acct-001474,Other Industry,Real Estate / Construction, $750.00 ," $92,733.84 ",25," $112,208.32 ",25
Acct-002001,Professional Services,Consulting / Other Professional Services, $750.00 , $-   ,0, $-   ,0
Acct-000094,Telecommunications,RLEC, $748.00 ," $287,991,260.21 ",963," $386,296,142.15 ",963
Acct-002625,Professional Services,Consulting / Other Professional Services, $744.00 , $-   ,0, $-   ,0
Acct-002522,Media & Content,Internet Content & Software, $742.00 ," $9,109,809.01 ",15," $9,109,809.01 ",15
Acct-000358,Professional Services,Legal, $740.16 , $-   ,0, $-   ,0
Acct-001781,Healthcare,Healthcare - Other, $737.00 ," $203,074,478.43 ",500," $492,330,945.77 ",500
Acct-001743,Professional Services,Consulting / Other Professional Services, $730.00 , $-   ,0, $-   ,0
Acct-001947,Other Industry,Real Estate / Construction, $729.23 , $-   ,0, $-   ,0
Acct-002148,Professional Services,Commercial Systems Integrator, $725.00 , $-   ,0, $-   ,0
Acct-001985,Healthcare,Healthcare - Other, $724.00 , $-   ,0, $-   ,0
Acct-002636,Professional Services,Engineering, $721.00 , $-   ,0, $-   ,0
Acct-002945,Professional Services,Consulting / Other Professional Services, $719.00 , $-   ,0, $-   ,0
Acct-002977,Healthcare,Healthcare - Other, $715.48 , $-   ,0, $-   ,0
Acct-001652,Media & Content,Internet Content & Software, $714.00 ," $111,654,200.00 ",1000," $38,457,524.48 ",1000
Acct-003206,Other Industry,Telecommunications Equipment Provider, $714.00 , $-   ,0, $-   ,0
Acct-001414,Media & Content,Internet Content & Software, $714.00 ," $221,280.00 ",3," $382,191.13 ",3
Acct-000029,Professional Services,Consulting / Other Professional Services, $714.00 , $-   ,0, $-   ,0
Acct-002042,Media & Content,Internet Content & Software, $711.00 , $-   ,0, $-   ,0
Acct-002694,Professional Services,Consulting / Other Professional Services, $709.00 , $-   ,0, $-   ,0
Acct-002129,Media & Content,Internet Content & Software, $709.00 ," $110,640.00 ",2," $94,282.80 ",2
Acct-002219,IT Infrastructure,Cloud Service Provider, $704.00 ," $63,618.00 ",2," $63,618.00 ",2
Acct-001994,Media & Content,Internet Content & Software, $700.00 , $-   ,0, $-   ,0
Acct-002021,Media/Content,Internet Content & Software, $698.00 , $-   ,0, $-   ,0
Acct-002713,IT Infrastructure,Cloud Service Provider, $697.00 , $-   ,0, $-   ,0
Acct-002708,Other Industry,Retail, $691.00 , $-   ,0, $-   ,0
Acct-003098,Healthcare,Healthcare - Other, $691.00 , $-   ,0, $-   ,0
Acct-001033,Professional Services,Consulting / Other Professional Services, $688.17 , $-   ,0, $-   ,0
Acct-001106,Media & Content,Internet Content & Software, $686.00 ," $230,500.00 ",4," $230,500.00 ",4
Acct-002840,Other Industry,Retail, $685.02 , $-   ,0, $-   ,0
Acct-002829,Other Industry,Non-Healthcare Insurance, $685.00 , $-   ,0, $-   ,0
Acct-002143,Energy & Manufacturing,Manufacturing - Other, $685.00 , $-   ,0, $-   ,0
Acct-001531,Telecommunications,RLEC, $680.84 , $-   ,0, $-   ,0
Acct-002647,Media & Content,Internet Content & Software, $679.00 , $-   ,0, $-   ,0
Acct-002939,Professional Services,Consulting / Other Professional Services, $679.00 , $-   ,0, $-   ,0
Acct-002874,Other Industry,Telecommunications Equipment Provider, $676.00 , $-   ,0, $-   ,0
Acct-002929,Professional Services,Consulting / Other Professional Services, $676.00 , $-   ,0, $-   ,0
Acct-000390,Government,State/Local Government, $675.00 , $-   ,0, $-   ,0
Acct-003189,,, $675.00 , $-   ,0, $-   ,0
Acct-002186,Professional Services,Consulting / Other Professional Services, $674.00 , $-   ,0, $-   ,0
Acct-002187,IT Infrastructure,Colo/Hosting, $670.00 , $-   ,0, $-   ,0
Acct-000926,Other Industry,Retail, $670.00 , $-   ,0, $-   ,0
Acct-003036,Energy & Manufacturing,Manufacturing - Other, $669.00 ," $5,624,200.00 ",48," $25,565,121.03 ",48
Acct-003048,Telecommunications,Regional Carrier/ISP, $666.00 ," $74,682.00 ",2," $74,682.00 ",2
Acct-002937,Professional Services,Consulting / Other Professional Services, $660.00 , $-   ,0, $-   ,0
Acct-002846,Professional Services,Consulting / Other Professional Services, $658.00 , $-   ,0, $-   ,0
Acct-002150,Healthcare,Healthcare - Other, $653.00 ," $147,520.00 ",3," $147,520.00 ",3
Acct-001597,IT Infrastructure,Colo/Hosting, $649.41 , $-   ,0, $-   ,0
Acct-001974,Research & Education,Higher Education, $640.00 , $-   ,0, $-   ,0
Acct-001698,IT Infrastructure,Colo/Hosting, $639.49 , $-   ,0, $-   ,0
Acct-001502,Professional Services,Engineering, $627.00 , $-   ,0, $-   ,0
Acct-001877,Professional Services,Commercial Systems Integrator, $626.00 , $-   ,0, $-   ,0
Acct-003295,Other Industry,Telecommunications Equipment Provider, $622.00 ," $13,737,800.00 ",100," $13,260,886.28 ",100
Acct-002173,Media & Content,Internet Content & Software, $621.00 ," $963,179.29 ",4," $1,027,427.93 ",4
Acct-003012,Media & Content,Media, $620.00 ," $3,688,000.00 ",15," $3,688,000.00 ",15
Acct-002216,Media & Content,Internet Content & Software, $620.00 , $-   ,0, $-   ,0
Acct-002481,Government,State/Local Government, $616.00 , $-   ,420, $-   ,420
Acct-002606,Professional Services,Consulting / Other Professional Services, $615.00 , $-   ,0, $-   ,0
Acct-001452,Government,State/Local Government, $613.28 , $-   ,0, $-   ,0
Acct-001660,IT Infrastructure,Colo/Hosting, $612.00 , $-   ,0, $-   ,0
Acct-001598,Energy & Manufacturing,Manufacturing - Other, $612.00 , $-   ,0, $-   ,0
Acct-001216,Professional Services,Consulting / Other Professional Services, $612.00 , $-   ,0, $-   ,0
Acct-002151,Media & Content,Internet Content & Software, $611.36 , $-   ,0, $-   ,0
Acct-002656,Media & Content,Internet Content & Software, $609.00 ," $359,580.00 ",5," $372,102.60 ",5
Acct-001204,Telecommunications,National Carrier/ISP, $604.20 , $-   ,0, $-   ,0
Acct-002629,Media & Content,Media, $601.00 , $-   ,0, $-   ,0
Acct-002793,Finance,Finance - Other, $600.00 , $-   ,0, $-   ,0
Acct-002125,Professional Services,Consulting / Other Professional Services, $600.00 , $-   ,0, $-   ,0
Acct-002059,Other Industry,Retail, $600.00 , $-   ,0, $-   ,0
Acct-002032,Professional Services,Engineering, $600.00 ," $10,432,653.12 ",50," $10,432,653.12 ",100
Acct-000806,Telecommunications,Wireless, $599.47 , $-   ,0, $-   ,0
Acct-002700,Other Industry,Retail, $595.00 , $-   ,0, $-   ,0
Acct-002974,IT Infrastructure,Colo/Hosting, $595.00 ," $101,420.00 ",2," $101,420.00 ",2
Acct-001477,,, $586.22 , $-   ,0, $-   ,0
Acct-002994,Media & Content,Internet Content & Software, $585.39 , $-   ,0, $-   ,0
Acct-000698,IT Infrastructure,Cloud Service Provider, $584.00 ," $239,720.00 ",4," $386,370.55 ",4
Acct-001573,Professional Services,Consulting / Other Professional Services, $578.00 , $-   ,0, $-   ,0
Acct-001965,Healthcare,Healthcare - Other, $575.00 , $-   ,0, $-   ,0
Acct-002520,Research & Education,Research, $575.00 ," $945,546.04 ",10," $1,165,239.27 ",10
Acct-000307,Professional Services,Consulting / Other Professional Services, $562.00 , $-   ,0, $-   ,0
Acct-002019,Media & Content,Internet Content & Software, $562.00 ," $20,092,598.33 ",0," $23,449,251.82 ",108
Acct-000235,Professional Services,Consulting / Other Professional Services, $558.00 , $-   ,0, $-   ,0
Acct-003058,Healthcare,Healthcare - Other, $557.13 , $-   ,0, $-   ,0
Acct-002301,Professional Services,Consulting / Other Professional Services, $556.00 , $-   ,0, $-   ,0
Acct-002127,Other Industry,Telecommunications Equipment Provider, $554.30 , $-   ,0, $-   ,0
Acct-000562,Media & Content,Media, $552.44 , $-   ,0, $-   ,0
Acct-002961,Telecommunications,Wireless, $548.00 , $-   ,0, $-   ,0
Acct-001118,Telecommunications,VOIP/VSP, $541.00 , $-   ,0, $-   ,0
Acct-001740,Professional Services,Consulting / Other Professional Services, $536.00 , $-   ,0, $-   ,0
Acct-002808,Professional Services,Consulting / Other Professional Services, $534.00 , $-   ,0, $-   ,0
Acct-001684,Professional Services,Legal, $534.00 , $-   ,0, $-   ,0
Acct-002746,Professional Services,Consulting / Other Professional Services, $534.00 , $-   ,0, $-   ,0
Acct-002922,Finance,Finance - Other, $534.00 , $-   ,0, $-   ,0
Acct-002950,Finance,Finance - Other, $534.00 , $-   ,0, $-   ,0
Acct-002873,IT Infrastructure,Cloud Service Provider, $530.00 , $-   ,0, $-   ,0
Acct-002634,Energy & Manufacturing,Manufacturing - Other, $524.00 , $-   ,0, $-   ,0
Acct-002804,Other Industry,Transportation, $523.00 , $-   ,0, $-   ,0
Acct-002891,Professional Services,Consulting / Other Professional Services, $523.00 , $-   ,0, $-   ,0
Acct-001595,Media & Content,Internet Content & Software, $522.00 ," $91,278.00 ",2," $86,692.89 ",1
Acct-002692,Other Industry,Telecommunications Equipment Provider, $517.00 , $-   ,0, $-   ,0
Acct-002717,Professional Services,Consulting / Other Professional Services, $517.00 , $-   ,0, $-   ,0
Acct-002960,Professional Services,Consulting / Other Professional Services, $517.00 , $-   ,0, $-   ,0
Acct-001817,Professional Services,Consulting / Other Professional Services, $512.10 , $-   ,0, $-   ,0
Acct-001688,Media & Content,Gaming/eSports, $511.20 , $-   ,0, $-   ,0
Acct-002518,Professional Services,Consulting / Other Professional Services, $510.00 , $-   ,0, $-   ,0
Acct-003011,Media & Content,Internet Content & Software, $508.00 , $-   ,15, $-   ,15
Acct-003007,Finance,High Frequency Trading, $508.00 ," $138,300.00 ",2," $138,300.00 ",2
Acct-003033,Energy & Manufacturing,Manufacturing - Other, $508.00 ," $74,682,000.00 ",76," $84,759,460.00 ",76
Acct-003052,Professional Services,Consulting / Other Professional Services, $508.00 ," $70,072.00 ",1," $138,892.85 ",1
Acct-001584,Professional Services,Consulting / Other Professional Services, $507.14 , $-   ,0, $-   ,0
Acct-002799,Professional Services,Engineering, $507.13 , $-   ,0, $-   ,0
Acct-001578,Professional Services,Consulting / Other Professional Services, $507.13 , $-   ,0, $-   ,0
Acct-002943,Professional Services,Consulting / Other Professional Services, $507.13 , $-   ,0, $-   ,0
Acct-002954,Other Industry,Real Estate / Construction, $505.00 , $-   ,0, $-   ,0
Acct-002234,IT Infrastructure,Cloud Service Provider, $505.00 , $-   ,0, $-   ,0
Acct-001581,Professional Services,Commercial Systems Integrator, $504.00 , $-   ,0, $-   ,0
Acct-002996,Professional Services,Consulting / Other Professional Services, $503.07 , $-   ,0, $-   ,0
Acct-001996,Professional Services,Consulting / Other Professional Services, $500.00 , $-   ,0, $-   ,0
Acct-002791,Professional Services,Consulting / Other Professional Services, $499.00 , $-   ,0, $-   ,0
Acct-002783,Other Industry,Transportation, $499.00 , $-   ,0, $-   ,0
Acct-002906,Professional Services,Consulting / Other Professional Services, $499.00 , $-   ,0, $-   ,0
Acct-002935,Professional Services,Commercial Systems Integrator, $499.00 , $-   ,0, $-   ,0
Acct-002946,IT Infrastructure,Colo/Hosting, $499.00 , $-   ,0, $-   ,0
Acct-002947,Professional Services,Consulting / Other Professional Services, $499.00 , $-   ,0, $-   ,0
Acct-002890,Professional Services,Consulting / Other Professional Services, $499.00 , $-   ,0, $-   ,0
Acct-002987,Finance,Finance - Other, $499.00 , $-   ,0, $-   ,0
Acct-002959,Media & Content,Internet Content & Software, $497.00 ," $90,356.00 ",2," $115,654.76 ",2
Acct-000886,IT Infrastructure,Colo/Hosting, $497.00 ," $78,370.00 ",2," $78,370.00 ",2
Acct-002079,Media & Content,Cable & Satellite, $493.00 ," $193,620.00 ",2," $141,940.98 ",2
Acct-001773,Healthcare,Healthcare - Other, $475.00 , $-   ,0, $-   ,0
Acct-002088,Energy & Manufacturing,Manufacturing - Other, $465.00 , $-   ,0, $-   ,0
Acct-000620,Professional Services,Consulting / Other Professional Services, $460.00 , $-   ,0, $-   ,0
Acct-002653,IT Infrastructure,Colo/Hosting, $458.00 ," $857,460.00 ",10," $905,270.31 ",10
Acct-001424,Telecommunications,Reseller, $449.19 , $-   ,0, $-   ,0
Acct-003162,Professional Services,Consulting / Other Professional Services, $447.00 , $-   ,0, $-   ,0
Acct-002965,Media & Content,Media, $445.00 , $-   ,0, $-   ,0
Acct-002878,Professional Services,Consulting / Other Professional Services, $443.11 , $-   ,0, $-   ,0
Acct-001460,Telecommunications,Regional Carrier/ISP, $443.00 ," $156,740.00 ",2," $226,389.72 ",2
Acct-002820,Professional Services,Consulting / Other Professional Services, $442.00 , $-   ,0, $-   ,0
Acct-002854,Healthcare,Healthcare, $441.00 , $-   ,0, $-   ,0
Acct-002882,Professional Services,Consulting / Other Professional Services, $438.00 , $-   ,0, $-   ,0
Acct-002756,Media & Content,Internet Content & Software, $437.00 , $-   ,0, $-   ,0
Acct-001016,Media & Content,Internet Content & Software, $434.44 , $-   ,0, $-   ,0
Acct-003055,Telecommunications,VOIP/VSP, $424.00 ," $230,500.00 ",3," $230,500.00 ",3
Acct-001070,Professional Services,Consulting / Other Professional Services, $419.00 , $-   ,0, $-   ,0
Acct-002618,Energy & Manufacturing,Manufacturing - Other, $419.00 , $-   ,0, $-   ,0
Acct-002740,Professional Services,Consulting / Other Professional Services, $417.00 , $-   ,0, $-   ,0
Acct-003050,Telecommunications,Wireless, $414.00 ," $53,476.00 ",1," $37,052.41 ",1
Acct-002868,IT Infrastructure,Colo/Hosting, $412.00 , $-   ,0, $-   ,0
Acct-002921,Professional Services,Consulting / Other Professional Services, $412.00 ," $119,860.00 ",2," $122,904.44 ",2
Acct-003045,Professional Services,Commercial Systems Integrator, $412.00 ," $1,014,200.00 ",15," $1,063,357.35 ",15
Acct-003061,Professional Services,Engineering, $411.00 , $-   ,0, $-   ,0
Acct-000271,IT Infrastructure,Cloud Service Provider, $408.00 ," $3,802,288,163.15 ",252," $1,711,232,000.00 ",1550
Acct-003581,Research & Education,K-12 Education, $408.00 ," $1,637,919.17 ",9," $3,663,549.48 ",9
Acct-002624,Professional Services,Consulting / Other Professional Services, $407.00 ," $156,740.00 ",2," $156,740.00 ",2
Acct-002861,Professional Services,Consulting / Other Professional Services, $406.00 , $-   ,0, $-   ,0
Acct-003034,Professional Services,Commercial Systems Integrator, $406.00 ," $267,380.00 ",5," $624,705.71 ",5
Acct-003053,Healthcare,Healthcare - Other, $406.00 ," $5,716,400.00 ",81," $8,928,499.56 ",81
Acct-002588,Professional Services,Consulting / Other Professional Services, $405.00 , $-   ,0, $-   ,0
Acct-002851,Professional Services,Consulting / Other Professional Services, $405.00 , $-   ,0, $-   ,0
Acct-002914,Professional Services,Commercial Systems Integrator, $405.00 , $-   ,0, $-   ,0
Acct-002863,Professional Services,Consulting / Other Professional Services, $404.00 , $-   ,0, $-   ,0
Acct-002897,Finance,Finance - Other, $403.00 , $-   ,0, $-   ,0
Acct-002654,Research & Education,Research, $399.00 , $-   ,0, $-   ,0
Acct-000947,IT Infrastructure,Colo/Hosting, $399.00 , $-   ,0, $-   ,0
Acct-002770,Finance,Asset Management / Hedge Fund, $399.00 , $-   ,0, $-   ,0
Acct-002597,Professional Services,Consulting / Other Professional Services, $399.00 , $-   ,0, $-   ,0
Acct-002584,Government,Systems Integrators - Government, $399.00 , $-   ,0, $-   ,0
Acct-001666,Professional Services,Consulting / Other Professional Services, $399.00 , $-   ,0, $-   ,0
Acct-002827,IT Infrastructure,Colo/Hosting, $399.00 , $-   ,0, $-   ,0
Acct-002849,Professional Services,Legal, $399.00 , $-   ,0, $-   ,0
Acct-002865,Finance,Finance - Other, $399.00 , $-   ,0, $-   ,0
Acct-002853,Other Industry,Real Estate / Construction, $399.00 , $-   ,0, $-   ,0
Acct-002989,Media & Content,Internet Content & Software, $399.00 , $-   ,0, $-   ,0
Acct-002909,Government,Systems Integrators - Government, $399.00 , $-   ,0, $-   ,0
Acct-002905,Professional Services,Consulting / Other Professional Services, $399.00 , $-   ,0, $-   ,0
Acct-002963,Professional Services,Consulting / Other Professional Services, $399.00 , $-   ,0, $-   ,0
Acct-002651,Professional Services,Consulting / Other Professional Services, $393.31 , $-   ,0, $-   ,0
Acct-001662,Healthcare,Hospital/Clinic, $379.05 , $-   ,0, $-   ,0
Acct-002690,Professional Services,Consulting / Other Professional Services, $369.00 , $-   ,0, $-   ,0
Acct-002812,Professional Services,Commercial Systems Integrator, $365.00 , $-   ,0, $-   ,0
Acct-003183,,, $350.00 , $-   ,0, $-   ,0
Acct-002382,Telecommunications,Regional Carrier/ISP, $343.30 ," $19,823,000.00 ",200, $-   ,0
Acct-002633,IT Infrastructure,Cloud Service Provider, $317.00 , $-   ,0, $-   ,0
Acct-002785,Media & Content,Internet Content & Software, $310.00 ," $92,200.00 ",2," $92,200.00 ",2
Acct-002825,Professional Services,Consulting / Other Professional Services, $310.00 ," $6,160,428.75 ",22," $6,160,428.75 ",30
Acct-001410,Media & Content,Media, $305.00 , $-   ,0, $-   ,0
Acct-002592,Professional Services,Consulting / Other Professional Services, $305.00 , $-   ,0, $-   ,0
Acct-002623,IT Infrastructure,Cloud Service Provider, $305.00 , $-   ,0, $-   ,0
Acct-002845,Professional Services,Consulting / Other Professional Services, $304.00 ," $276,600.00 ",5," $276,600.00 ",5
Acct-002875,Professional Services,Consulting / Other Professional Services, $304.00 , $-   ,0, $-   ,0
Acct-002981,Professional Services,Consulting / Other Professional Services, $304.00 ," $70,072.00 ",3," $70,072.00 ",3
Acct-003194,,, $300.00 , $-   ,0, $-   ,0
Acct-002748,Professional Services,Consulting / Other Professional Services, $299.00 , $-   ,0, $-   ,0
Acct-002710,Media & Content,Media, $299.00 , $-   ,0, $-   ,0
Acct-000887,Healthcare,Healthcare, $299.00 , $-   ,0, $-   ,0
Acct-002822,Energy & Manufacturing,Oil & Gas, $299.00 ," $3,688,195.46 ",7," $3,122,331.79 ",7
Acct-003116,Telecommunications,Regional Carrier/ISP, $287.00 , $-   ,0, $-   ,0
Acct-001664,Media & Content,Internet Content & Software, $280.00 , $-   ,0, $-   ,0
Acct-002586,Professional Services,Commercial Systems Integrator, $280.00 , $-   ,0, $-   ,0
Acct-001692,Energy & Manufacturing,Manufacturing - Other, $274.00 , $-   ,0, $-   ,0
Acct-002035,Professional Services,Consulting / Other Professional Services, $270.00 , $-   ,0, $-   ,0
Acct-001411,Media & Content,Internet Content & Software, $262.21 , $-   ,0, $-   ,0
Acct-002999,Professional Services,Commercial Systems Integrator, $255.10 , $-   ,0, $-   ,0
Acct-003024,Media & Content,Internet Content & Software, $253.06 , $-   ,0, $-   ,0
Acct-002778,Professional Services,Consulting / Other Professional Services, $252.04 , $-   ,0, $-   ,0
